"lname","fname","party","state","seat","district","ico.status","cand.gender","recipient.cfscore.dyn","contributor.cfscore","num.givers.total","total.receipts","prim.vote.pct","pwinner","gen.vote.pct","gwinner"
"jenkins","colby","200","UT","federal:house","UT02","C","M",1.142,NA,390,"507883.76 USD",NA,NA,NA,NA
"riebe","kathleen","100","UT","federal:house","UT02","O","F",-0.75,-0.703,587,"348093.46 USD",NA,NA,NA,NA
"eyring","henry","200","UT","federal:house","UT02","O","M",1.418,NA,22,"45606 USD",NA,NA,NA,NA
"thomas","gion","100","TX","federal:house","TX38","C","U",-0.891,NA,41,"13879.15 USD",NA,NA,NA,NA
"wright","steven","200","TX","federal:house","TX35","C","M",1.213,NA,13,"36440.81 USD",NA,NA,NA,NA
"blewett","david","200","TX","federal:house","TX32","O","M",2.04,NA,4,"58486 USD",NA,NA,NA,NA
"chaudhry","raja","100","TX","federal:house","TX32","O","M",-1.083,NA,14,"305350.23 USD",NA,NA,NA,NA
"khan","gulrez","200","TX","federal:house","TX32","O","U",-0.321,NA,54,"25190.44 USD",NA,NA,NA,NA
"moore","justin","100","TX","federal:house","TX32","O","M",-0.919,NA,658,"224577.42 USD",NA,NA,NA,NA
"manning","zachariah","100","TX","federal:house","TX32","O","M",-1.024,-0.743,19,"8120.22 USD",NA,NA,NA,NA
"pfeil","rick","100","TX","federal:house","TX31","C","M",-0.662,NA,7,"125621.04 USD",NA,NA,NA,NA
"latimer","mackenzie","200","TX","federal:house","TX31","C","F",1.238,NA,66,"30163.26 USD",NA,NA,NA,NA
"davis","jarred","100","TX","federal:house","TX30","C","M",-0.937,NA,30,"17099.88 USD",NA,NA,NA,NA
"garza","lazaro","200","TX","federal:house","TX28","C","M",2.149,NA,8,"297652.13 USD",NA,NA,NA,NA
"sinclair","kyle","200","TX","federal:house","TX28","C","M",1.6,NA,21,"18306 USD",NA,NA,NA,NA
"lloyd","tanya","100","TX","federal:house","TX27","C","F",-1.062,NA,294,"60032.08 USD",NA,NA,NA,NA
"huffman","john","200","TX","federal:house","TX26","O","M",1.104,NA,330,"455851 USD",NA,NA,NA,NA
"armey","scott","200","TX","federal:house","TX26","O","M",1.191,NA,597,"369200.44 USD",NA,NA,NA,NA
"gill","brandon","200","TX","federal:house","TX26","O","M",1.505,NA,7050,"1779342.5 USD",NA,NA,NA,NA
"crabb","vincent","200","TX","federal:house","TX25","C","M",1.738,NA,10,"61753.14 USD",NA,NA,NA,NA
"mahesh","kamal","100","TX","federal:house","TX24","C","M",-1.515,NA,15,"19351 USD",NA,NA,NA,NA
"limon","santos","100","TX","federal:house","TX23","C","M",-0.937,NA,182,"111740.37 USD",NA,NA,NA,NA
"avila","victor","200","TX","federal:house","TX23","C","M",1.519,1.596,725,"114258.24 USD",NA,NA,NA,NA
"greene scott","marquette","100","TX","federal:house","TX22","C","U",-1.02,NA,281,"68733.64 USD",NA,NA,NA,NA
"hook","kristin","100","TX","federal:house","TX21","C","F",-0.976,NA,2082,"514005.34 USD",NA,NA,NA,NA
"boyd","vance","200","TX","federal:house","TX19","C","M",-0.826,NA,10,"35745.72 USD",NA,NA,NA,NA
"martin","isaiah","100","TX","federal:house","TX18","C","M",-1.075,NA,9559,"399697.6 USD",NA,NA,NA,NA
"lee","sheila","100","TX","federal:house","TX18","I","F",-0.46,-0.778,5219,"553256.36 USD",NA,NA,NA,NA
"villarreal rigney","john","100","TX","federal:house","TX15","C","M",-0.896,-0.724,53,"21218 USD",NA,NA,NA,NA
"hart","rhonda","100","TX","federal:house","TX14","C","F",-0.967,NA,399,"24802 USD",NA,NA,NA,NA
"gardner","shellie","200","TX","federal:house","TX12","O","F",1.74,NA,27,"270659.72 USD",NA,NA,NA,NA
"oshea","john","200","TX","federal:house","TX12","O","M",1.564,NA,161,"351914.4 USD",NA,NA,NA,NA
"lovelace","jared","200","TX","federal:house","TX10","C","M",0.24,NA,57,"58333.44 USD",NA,NA,NA,NA
"omoruyi","kenneth","200","TX","federal:house","TX07","C","M",0.725,NA,67,"268381.83 USD",NA,NA,NA,NA
"kane","caroline","200","TX","federal:house","TX07","C","F",1.504,NA,426,"196406.25 USD",NA,NA,NA,NA
"buford","james","200","TX","federal:house","TX06","C","M",1.705,1.908,14,"11443.49 USD",NA,NA,NA,NA
"cornwallis","alex","100","TX","federal:house","TX32","O","M",-1.494,-1.457,131,"106545.57 USD",NA,NA,NA,NA
"cardell","simon","100","TX","federal:house","TX04","C","M",-1.054,NA,76,"17744.56 USD",NA,NA,NA,NA
"pennie","demetrick","200","TX","federal:house","TX03","C","M",1.479,NA,139,"62503.41 USD",NA,NA,NA,NA
"perkins","leonard","100","TN","federal:house","TN08","C","M",-1.721,NA,4,"14064.94 USD",NA,NA,NA,NA
"barry","megan","100","TN","federal:house","TN07","O","F",-0.758,NA,3735,"1246179.55 USD",NA,NA,NA,NA
"kennedy","john","100","TN","federal:house","TN06","O","M",-0.477,NA,76,"11531 USD",NA,NA,NA,NA
"johnston","courtney","200","TN","federal:house","TN05","C","F",0.926,NA,574,"982428.76 USD",NA,NA,NA,NA
"nielson","geoffrey","200","TN","federal:house","TN05","C","M",1.717,NA,6,"269400 USD",NA,NA,NA,NA
"allen","jack","100","TN","federal:house","TN03","C","M",-0.941,NA,475,"193621.8 USD",NA,NA,NA,NA
"mcneal","justin","200","SD","federal:house","SD01","C","M",0.432,NA,23,"209876.52 USD",NA,NA,NA,NA
"johnson","sheryl","100","SD","federal:house","SD01","C","F",-0.949,NA,572,"223982.88 USD",NA,NA,NA,NA
"morgan","adam","200","SC","federal:house","SC04","C","M",1.583,1.507,2112,"645975.15 USD",NA,NA,NA,NA
"franco","franky","200","SC","federal:house","SC03","O","M",1.49,NA,51,"123670.64 USD",NA,NA,NA,NA
"healy","philip","200","SC","federal:house","SC03","O","M",2.325,NA,8,"24888.01 USD",NA,NA,NA,NA
"templeton","catherine","200","SC","federal:house","SC01","C","F",1.18,NA,921,"743956.94 USD",NA,NA,NA,NA
"deford","william","100","SC","federal:house","SC01","C","M",-0.935,NA,2904,"472600.36 USD",NA,NA,NA,NA
"leonard","gerry","200","RI","federal:house","RI01","O","M",0.771,NA,353,"303296.29 USD",NA,NA,NA,NA
"abney","marvin","100","RI","federal:house","RI01","O","M",-0.238,-0.542,521,"206041.67 USD",NA,NA,NA,NA
"amo","gabriel","100","RI","federal:house","RI01","C","M",-0.922,NA,1876,"2575711.85 USD",NA,NA,NA,NA
"quezada","ana","100","RI","federal:house","RI01","O","F",-0.911,-0.803,166,"92852.69 USD",NA,NA,NA,NA
"goncalves","john","100","RI","federal:house","RI01","O","M",-0.907,NA,210,"206448.57 USD",NA,NA,NA,NA
"matos","sabina","100","RI","federal:house","RI01","O","F",-0.454,-0.695,1413,"683027.53 USD",NA,NA,NA,NA
"waters","allen","200","RI","federal:house","RI01","C","M",1.286,1.323,286,"64749 USD",NA,NA,NA,NA
"roman","elmer","328","PR","federal:house","PR01","C","M",0.529,NA,60,"88050 USD",NA,NA,NA,NA
"hernandez rivera","pablo","100","PR","federal:house","PR01","C","M",-0.393,NA,2130,"1540339.6 USD",NA,NA,NA,NA
"mercuri","robert","200","PA","federal:house","PA17","C","M",1.288,0.806,2432,"1802095.1 USD",NA,NA,NA,NA
"kramer","timothy","200","PA","federal:house","PA16","C","M",1.251,NA,18,"14250.14 USD",NA,NA,NA,NA
"dziados","christopher","100","PA","federal:house","PA14","C","M",-1.039,NA,3416,"283275.01 USD",NA,NA,NA,NA
"farnham","elizabeth","100","PA","federal:house","PA13","C","F",-1.097,NA,259,"65574.82 USD",NA,NA,NA,NA
"macdonald","laurie","100","PA","federal:house","PA12","C","F",-0.324,NA,20,"126170 USD",NA,NA,NA,NA
"atkinson","james","100","PA","federal:house","PA11","C","M",-0.923,NA,108,"20553.49 USD",NA,NA,NA,NA
"lynch","blake","100","PA","federal:house","PA10","C","M",-0.376,NA,230,"86488.55 USD",NA,NA,NA,NA
"stelson","janelle","100","PA","federal:house","PA10","C","F",-0.948,NA,23946,"6516973.46 USD",NA,NA,NA,NA
"bresnahan","rob","200","PA","federal:house","PA08","C","M",1.427,NA,9405,"4540166.17 USD",NA,NA,NA,NA
"montero","maria","200","PA","federal:house","PA07","C","F",1.064,NA,239,"251491.39 USD",NA,NA,NA,NA
"winkler","david","200","PA","federal:house","PA04","C","M",1.259,-0.546,37,"73455.1 USD",NA,NA,NA,NA
"boles","denyc","200","OR","federal:house","OR06","C","U",1.481,1.164,324,"74050.46 USD",NA,NA,NA,NA
"bynum","janelle","100","OR","federal:house","OR05","C","F",-0.982,NA,29070,"7524631.65 USD",NA,NA,NA,NA
"easton","kevin","100","OR","federal:house","OR05","C","M",-1.25,-1.259,49,"8972.21 USD",NA,NA,NA,NA
"harbour","joanna","200","OR","federal:house","OR03","O","F",1.517,1.289,57,"40679.08 USD",NA,NA,NA,NA
"dexter","maxine","100","OR","federal:house","OR03","O","F",-0.25,-0.695,2463,"1818244.55 USD",NA,NA,NA,NA
"jayapal","susheela","100","OR","federal:house","OR03","O","U",-0.995,NA,4407,"1053468.54 USD",NA,NA,NA,NA
"lucas","frank","200","OK","federal:house","OK03","I","M",1.04,1.016,4586,"1725662.38 USD",NA,NA,NA,NA
"macaulay","kody","100","OK","federal:house","OK04","C","M",-0.865,NA,90,"24330 USD",NA,NA,NA,NA
"sanders","mark","328","OK","federal:house","OK01","C","M",-0.391,NA,40,"67865.62 USD",NA,NA,NA,NA
"bondar","paul","200","OK","federal:house","OK04","C","M",1.359,NA,15,"5720498.25 USD",NA,NA,NA,NA
"abid","zerqa","100","OH","federal:house","OH15","C","U",-0.878,NA,838,"223435.63 USD",NA,NA,NA,NA
"coughlin","kevin","200","OH","federal:house","OH13","C","M",1.333,0.98,2725,"1662607.45 USD",NA,NA,NA,NA
"wheeler","gregory","200","OH","federal:house","OH13","C","M",1.178,1.398,157,"180647.81 USD",NA,NA,NA,NA
"rapoport","alan","200","OH","federal:house","OH11","C","M",1.233,NA,43,"84766.11 USD",NA,NA,NA,NA
"cox","amy","100","OH","federal:house","OH10","C","F",-1.049,-0.924,3250,"205053.9 USD",NA,NA,NA,NA
"jr","majewski","200","OH","federal:house","OH09","C","M",1.46,NA,1214,"289421.72 USD",NA,NA,NA,NA
"wilczynski","daniel","200","OH","federal:house","OH09","C","M",1.497,NA,127,"263803.07 USD",NA,NA,NA,NA
"rogers","mary","200","OH","federal:house","OH08","C","F",0.837,NA,8,"7952.65 USD",NA,NA,NA,NA
"bugie","douglas","100","OH","federal:house","OH07","C","M",1.047,NA,29,"55786.02 USD",NA,NA,NA,NA
"kripchak","michael","100","OH","federal:house","OH06","O","M",-1.029,NA,521,"79013.2 USD",NA,NA,NA,NA
"tsai","rick","200","OH","federal:house","OH06","O","M",2.087,NA,26,"42222.94 USD",NA,NA,NA,NA
"rulli","michael","200","OH","federal:house","OH06","O","M",0.743,0.813,1123,"1154951.89 USD",NA,NA,NA,NA
"hwang","tom","200","OH","federal:house","OH02","O","M",1.253,1.192,6,"508000 USD",NA,NA,NA,NA
"georgeton","kim","200","OH","federal:house","OH02","O","F",1.524,1.611,153,"42082.35 USD",NA,NA,NA,NA
"wilkin","shane","200","OH","federal:house","OH02","O","M",0.927,0.94,752,"202778.55 USD",NA,NA,NA,NA
"kidd","larry","200","OH","federal:house","OH02","O","M",0.911,NA,152,"1716312.58 USD",NA,NA,NA,NA
"tassell","charles","200","OH","federal:house","OH02","O","M",0.817,1.104,219,"137232.78 USD",NA,NA,NA,NA
"sonza","orlando","200","OH","federal:house","OH01","C","M",1.324,1.228,1086,"0 USD",NA,NA,NA,NA
"dickson","gary","200","NY","federal:house","NY26","O","M",1.071,NA,118,"62849.36 USD",NA,NA,NA,NA
"kennedy","timothy","100","NY","federal:house","NY26","I","M",-0.394,-0.72,5770,"2664314.25 USD",NA,NA,NA,NA
"wagenhauser","david","100","NY","federal:house","NY24","C","M",-1.093,NA,461,"97274.05 USD",NA,NA,NA,NA
"carle","thomas","100","NY","federal:house","NY23","C","M",-1.095,NA,108,"32743.03 USD",NA,NA,NA,NA
"mannion","john","100","NY","federal:house","NY22","C","M",-0.924,-0.823,11889,"4161857.47 USD",NA,NA,NA,NA
"tenney","claudia","200","NY","federal:house","NY24","I","F",1.351,1.501,34830,"2995402.57 USD",NA,NA,NA,NA
"lochner","jill","200","NY","federal:house","NY21","C","F",-0.536,NA,43,"15984.23 USD",NA,NA,NA,NA
"esposito","alison","200","NY","federal:house","NY18","C","F",1.309,NA,4521,"2435666.01 USD",NA,NA,NA,NA
"gereghty","elizabeth","100","NY","federal:house","NY17","C","F",-0.678,NA,853,"624569.56 USD",NA,NA,NA,NA
"latimer","george","100","NY","federal:house","NY16","C","M",0.256,NA,8590,"6679191.82 USD",NA,NA,NA,NA
"gerald","michael","100","NY","federal:house","NY16","C","M",-0.98,NA,91,"41993.16 USD",NA,NA,NA,NA
"morse","andrea","100","NY","federal:house","NY11","C","F",-0.905,NA,1519,"273868.12 USD",NA,NA,NA,NA
"clarke","yvette","100","NY","federal:house","NY09","I","F",-0.728,-0.674,8115,"1108983.72 USD",NA,NA,NA,NA
"grandsard","bruno","100","NY","federal:house","NY10","C","M",-0.757,NA,58,"28247 USD",NA,NA,NA,NA
"chou","joseph","200","NY","federal:house","NY06","C","M",-1.272,NA,14,"92644 USD",NA,NA,NA,NA
"denenberg","david","100","NY","federal:house","NY04","C","M",-1.203,-0.785,1161,"29304 USD",NA,NA,NA,NA
"hughes","sarah","100","NY","federal:house","NY04","C","F",-0.272,NA,98,"110147.12 USD",NA,NA,NA,NA
"maher","patricia","100","NY","federal:house","NY04","C","F",-0.998,NA,23,"8051.52 USD",NA,NA,NA,NA
"pilip","mazi","200","NY","federal:house","NY03","O","M",1.257,NA,14352,"2988676.57 USD",NA,NA,NA,NA
"cheng","austin","100","NY","federal:house","NY03","O","M",-0.305,NA,116,"615088.17 USD",NA,NA,NA,NA
"hach","gregory","200","NY","federal:house","NY03","O","M",-0.737,NA,117,"779230.96 USD",NA,NA,NA,NA
"livingston","scott","100","NY","federal:house","NY03","O","M",-0.491,NA,98,"121980.27 USD",NA,NA,NA,NA
"kaplan","anna","100","NY","federal:house","NY03","O","F",-0.899,-0.883,21860,"1310032.31 USD",NA,NA,NA,NA
"curry","kellen","200","NY","federal:house","NY03","O","M",1.31,NA,1355,"465250.71 USD",NA,NA,NA,NA
"avlon","john","100","NY","federal:house","NY01","C","M",-0.698,NA,7568,"5298299.52 USD",NA,NA,NA,NA
"goroff","nancy","100","NY","federal:house","NY01","C","F",-0.931,-0.932,15052,"2389663.54 USD",NA,NA,NA,NA
"gaughran","james","100","NY","federal:house","NY01","C","M",-0.653,NA,550,"202794.11 USD",NA,NA,NA,NA
"lee","john","200","NV","federal:house","NV04","C","M",1.221,NA,611,"1677950.55 USD",NA,NA,NA,NA
"odonnell","marty","200","NV","federal:house","NV03","C","M",1.491,NA,324,"1246755.62 USD",NA,NA,NA,NA
"johnson","drew","200","NV","federal:house","NV03","C","M",1.304,NA,1075,"1506098.9 USD",NA,NA,NA,NA
"simon","fred","200","NV","federal:house","NV02","C","M",1.429,NA,12,"35528.08 USD",NA,NA,NA,NA
"clahchischilliage","sharon","200","NM","federal:house","NM03","C","F",1.564,NA,963,"87912.28 USD",NA,NA,NA,NA
"dart","daniel","100","NJ","federal:house","NJ12","C","M",-0.065,NA,41,"159281.56 USD",NA,NA,NA,NA
"belnome","joseph","200","NJ","federal:house","NJ11","C","M",1.393,NA,115,"235275.8 USD",NA,NA,NA,NA
"claybrooks","brittany","100","NJ","federal:house","NJ10","C","F",-0.824,NA,49,"15471 USD",NA,NA,NA,NA
"mciver","lamonica","100","NJ","federal:house","NJ10","C","F",-0.635,NA,660,"647863.29 USD",NA,NA,NA,NA
"bucco","carmen","200","NJ","federal:house","NJ10","C","F",0.268,NA,25,"20817.07 USD",NA,NA,NA,NA
"micco","vincent","200","NJ","federal:house","NJ09","C","M",0.976,NA,187,"18943 USD",NA,NA,NA,NA
"vartan","gregory","100","NJ","federal:house","NJ07","C","M",-0.954,NA,249,"87248 USD",NA,NA,NA,NA
"signorello","joseph","100","NJ","federal:house","NJ07","C","M",-0.831,NA,727,"132510.69 USD",NA,NA,NA,NA
"fegler","scott","200","NJ","federal:house","NJ06","C","M",0.473,NA,123,"109023.45 USD",NA,NA,NA,NA
"guinchard","mary","200","NJ","federal:house","NJ05","C","F",0.742,NA,14,"330121.09 USD",NA,NA,NA,NA
"mohan","rajesh","200","NJ","federal:house","NJ03","O","M",-0.396,NA,183,"422972.73 USD",NA,NA,NA,NA
"cohn","joseph","100","NJ","federal:house","NJ03","O","M",-0.692,NA,212,"144919.63 USD",NA,NA,NA,NA
"maia cusick","shirley","200","NJ","federal:house","NJ03","O","F",1.539,NA,948,"408565.03 USD",NA,NA,NA,NA
"liddell","theodore","200","NJ","federal:house","NJ01","C","M",1.855,NA,14,"27218.05 USD",NA,NA,NA,NA
"neenos","jason","100","NH","federal:house","NH02","O","M",-1.101,NA,50,"9780 USD",NA,NA,NA,NA
"hamlen","william","200","NH","federal:house","NH02","O","M",1.23,NA,25,"849298.46 USD",NA,NA,NA,NA
"whitley","rebecca","100","NH","federal:house","NH02","O","F",-1.038,NA,439,"140425.79 USD",NA,NA,NA,NA
"bright","chris","200","NH","federal:house","NH01","C","M",1.065,NA,77,"294054.85 USD",NA,NA,NA,NA
"prescott","russell","200","NH","federal:house","NH01","C","M",1.425,1.378,4344,"0 USD",NA,NA,NA,NA
"frei","daniel","200","NE","federal:house","NE02","C","M",1.456,1.497,123,"139834 USD",NA,NA,NA,NA
"campbell","thomas","200","ND","federal:house","ND01","O","M",1.434,NA,11,"52600 USD",NA,NA,NA,NA
"balazs","alex","200","ND","federal:house","ND01","O","M",1.382,NA,45,"133289.13 USD",NA,NA,NA,NA
"becker","rick","200","ND","federal:house","ND01","O","M",1.578,1.573,333,"988330.42 USD",NA,NA,NA,NA
"genant","pamela","100","NC","federal:house","NC14","O","F",-1.005,NA,256,"50829.38 USD",NA,NA,NA,NA
"knott","brad","200","NC","federal:house","NC13","O","M",1.269,NA,1008,"2473895.81 USD",NA,NA,NA,NA
"shoemaker","matt","200","NC","federal:house","NC13","O","M",1.592,NA,47,"111577 USD",NA,NA,NA,NA
"ali","addul","200","NC","federal:house","NC12","C","U",1.478,NA,51,"48917.57 USD",NA,NA,NA,NA
"adams","alma","100","NC","federal:house","NC12","I","F",-0.883,-0.786,3993,"715498.2 USD",NA,NA,NA,NA
"reagan","christian","200","NC","federal:house","NC11","C","M",1.907,NA,17,"35530.06 USD",NA,NA,NA,NA
"eller","charles","200","NC","federal:house","NC10","O","M",1.542,NA,10,"18376 USD",NA,NA,NA,NA
"mills","grey","200","NC","federal:house","NC10","O","M",1.137,NA,185,"1537315.3 USD",NA,NA,NA,NA
"etchison","shelane","328","NC","federal:house","NC09","C","F",-0.598,NA,195,"358874.03 USD",NA,NA,NA,NA
"bradford","john","200","NC","federal:house","NC08","O","M",1.16,1.283,1056,"2046259.12 USD",NA,NA,NA,NA
"harris","mark","200","NC","federal:house","NC08","O","M",1.434,NA,474,"837984.14 USD",NA,NA,NA,NA
"craighill middleton","anduin","100","NC","federal:house","NC06","O","U",-1.381,NA,469,"9777.09 USD",NA,NA,NA,NA
"wagner","jay","200","NC","federal:house","NC06","O","M",1.273,NA,146,"274510.58 USD",NA,NA,NA,NA
"mayberry","ryan","200","NC","federal:house","NC05","C","M",1.226,NA,32,"152381.49 USD",NA,NA,NA,NA
"xu","kenny","200","NC","federal:house","NC13","O","M",1.286,NA,168,"171523.28 USD",NA,NA,NA,NA
"voncanon","fred","200","NC","federal:house","NC13","O","M",1.436,NA,122,"3332387 USD",NA,NA,NA,NA
"bogner","ken","200","MT","federal:house","MT02","O","M",1.417,NA,93,"55442.49 USD",NA,NA,NA,NA
"downing","troy","200","MT","federal:house","MT02","O","M",1.447,1.419,9069,"2943575.08 USD",NA,NA,NA,NA
"krautter","joel","200","MT","federal:house","MT02","O","M",-1.104,0.747,298,"88078.89 USD",NA,NA,NA,NA
"hamm","kevin","100","MT","federal:house","MT02","O","M",-1.027,NA,763,"71856.39 USD",NA,NA,NA,NA
"zinke","ryan","200","MT","federal:house","MT01","I","M",1.513,1.33,82455,"10117220.53 USD",NA,NA,NA,NA
"thompson","bennie","100","MS","federal:house","MS02","I","M",-0.521,-0.91,5495,"1245200.98 USD",NA,NA,NA,NA
"king hinds","kimberlyn","200","MP","federal:house","MP01","C","F",-0.1,NA,74,"145317.84 USD",NA,NA,NA,NA
"smith","jason","200","MO","federal:house","MO08","I","M",1.208,1.238,15941,"6549798.75 USD",NA,NA,NA,NA
"richardson","erik","100","MO","federal:house","MO06","C","M",-0.941,NA,106,"9095.1 USD",NA,NA,NA,NA
"mccaffree","mike","100","MO","federal:house","MO04","C","M",-1.121,NA,16,"9603.05 USD",NA,NA,NA,NA
"hicks","justin","200","MO","federal:house","MO03","O","M",1.342,NA,280,"161738.83 USD",NA,NA,NA,NA
"onder","robert","200","MO","federal:house","MO03","O","M",1.319,1.24,1470,"1778242.31 USD",NA,NA,NA,NA
"hartmann","ray","100","MO","federal:house","MO02","C","M",-0.906,NA,2756,"710024.93 USD",NA,NA,NA,NA
"bell","wesley","100","MO","federal:house","MO01","C","M",0.098,NA,8603,"10772395.2 USD",NA,NA,NA,NA
"boyd","stephen","200","MN","federal:house","MN07","C","M",1.655,NA,157,"208733.79 USD",NA,NA,NA,NA
"emmer","thomas","200","MN","federal:house","MN06","I","M",1.124,1.301,28561,"8158685.41 USD",NA,NA,NA,NA
"peterson","timothy","100","MN","federal:house","MN05","C","M",-0.663,NA,34,"18322 USD",NA,NA,NA,NA
"xiong","may","200","MN","federal:house","MN04","C","F",1.401,NA,140,"95138.59 USD",NA,NA,NA,NA
"page","james","200","MN","federal:house","MN03","O","M",0.602,NA,12,"11167.02 USD",NA,NA,NA,NA
"morrison","kelly","100","MN","federal:house","MN03","O","F",-0.796,-0.835,4433,"2263653.66 USD",NA,NA,NA,NA
"bowman","thomas","328","MN","federal:house","MN02","C","M",-0.582,NA,6,"19800 USD",NA,NA,NA,NA
"rahm","tayler","200","MN","federal:house","MN02","C","F",1.578,NA,6038,"0 USD",NA,NA,NA,NA
"bohman","rachel","100","MN","federal:house","MN01","C","F",-0.97,NA,1410,"413540.87 USD",NA,NA,NA,NA
"frangie","charles","200","MI","federal:house","MI11","C","M",0.608,0.553,47,"89017.5 USD",NA,NA,NA,NA
"somberg","nicholas","200","MI","federal:house","MI11","C","M",1.616,NA,14,"68845.76 USD",NA,NA,NA,NA
"powell","rhonda","100","MI","federal:house","MI10","C","F",-1.036,-1,422,"43406.74 USD",NA,NA,NA,NA
"busch","emily","100","MI","federal:house","MI10","C","F",-0.942,-0.966,2025,"514531.03 USD",NA,NA,NA,NA
"st mosley","clinton","100","MI","federal:house","MI09","C","M",-0.846,NA,786,"113478.38 USD",NA,NA,NA,NA
"collier","matt","100","MI","federal:house","MI08","O","M",-0.268,NA,716,"1212680.41 USD",NA,NA,NA,NA
"hudson","anthony","200","MI","federal:house","MI08","O","M",1.724,NA,59,"282095.22 USD",NA,NA,NA,NA
"moilanen","daniel","100","MI","federal:house","MI08","O","M",-0.857,NA,222,"22569.48 USD",NA,NA,NA,NA
