"geoid","party_dem","party_npp","party_rep","voters_gender_m","voters_gender_f","voters_gender_unknkown","commercialdatall_gun_owner","commercialdatall_home_owner_or_renter_likely_homeowner","commercialdatall_home_owner_or_renter_likely_renter","commercialdata_upscalebuyerinhome_avg","commercialdata_familymagazineinhome_avg","commercialdata_femaleorientedmagazineinhome_avg","commercialdata_financialmagazineinhome_avg","commercialdata_gardeningmagazineinhome_avg","commercialdata_healthfitnessmagazineinhome_avg"
360530307003115,2,0,1,2,1,0,0,3,0,NA,NA,NA,NA,1,1
360594163003038,3,8,8,7,13,0,6,11,4,NA,1,1,NA,NA,2
361031105011006,2,4,0,3,3,0,0,6,0,NA,NA,NA,NA,NA,NA
360593003004010,30,40,22,44,50,0,13,58,7,1,1,1,1,1,2
360630217001011,10,6,3,9,13,0,5,10,10,NA,1,1,1,1,2
360811483001001,8,5,1,7,9,0,1,1,15,NA,NA,NA,NA,NA,NA
360499503002119,0,0,2,1,1,0,1,2,0,NA,2,1,NA,7,2
360099608001015,9,6,9,10,15,0,2,10,2,NA,2,NA,1,NA,1
360430109002252,0,0,2,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA
360610237002000,553,96,22,310,375,1,15,1,681,1,1,1,2,1,1
360039511003003,4,5,17,17,13,0,4,12,4,NA,1,NA,NA,NA,1
360810532001002,57,8,3,25,45,0,2,10,45,NA,2,NA,NA,NA,1
360499505001067,9,7,14,17,14,0,9,16,2,NA,1,NA,NA,1,1
360150105003004,8,8,16,20,14,0,3,24,1,NA,2,1,NA,1,3
361031586051011,8,6,8,15,11,0,0,10,0,NA,NA,NA,NA,NA,NA
360570723001055,3,0,2,2,3,0,0,5,0,NA,NA,NA,NA,NA,1
361031228014002,48,19,5,34,39,0,8,36,20,NA,4,1,2,NA,2
360810352002010,78,7,3,39,52,0,3,30,50,1,1,NA,1,NA,2
360430109002031,0,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA
360630230011034,10,5,4,7,15,0,2,6,16,NA,1,2,1,NA,3
361190128026035,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
360810942031011,1,1,0,1,1,0,1,0,0,NA,NA,NA,NA,NA,NA
360630243031016,3,1,14,9,10,0,2,14,0,NA,1,NA,NA,1,2
360910606013024,101,40,109,89,182,0,42,106,85,1,1,1,2,1,2
360110412002026,3,5,21,15,17,0,3,23,0,NA,NA,NA,NA,NA,1
361059520002078,19,4,6,20,13,0,4,16,1,NA,NA,1,NA,NA,1
360690506022018,2,3,1,3,4,0,0,6,0,1,1,NA,2,3,2
360191020002073,12,7,10,15,16,0,11,25,0,NA,1,NA,NA,NA,1
360470702014011,14,11,22,23,28,0,7,18,27,NA,1,1,4,NA,1
360630237002046,16,8,8,14,19,0,2,8,20,NA,1,1,NA,NA,2
360470299002001,231,28,8,107,167,0,2,0,274,NA,1,1,NA,1,1
360979502002155,0,0,3,0,3,0,0,2,0,NA,NA,NA,NA,NA,6
360810669002001,47,35,32,58,64,0,17,29,81,NA,2,1,2,1,2
360290120012013,64,23,27,68,70,0,24,89,26,1,1,1,1,2,2
360690513002007,0,0,2,1,1,0,0,2,0,NA,NA,1,NA,NA,2
360290016004009,6,3,2,7,6,0,1,1,12,NA,1,NA,NA,NA,NA
360010148031045,1,1,1,0,3,0,0,2,0,NA,NA,NA,NA,NA,NA
360979503002096,0,0,2,1,2,0,0,1,0,NA,NA,NA,NA,NA,NA
360470060001000,129,50,38,108,120,1,6,21,185,NA,1,1,1,1,1
360570709001021,29,9,15,20,36,0,7,0,56,NA,1,NA,NA,2,1
361059501002030,2,4,4,5,6,0,0,4,0,NA,NA,NA,NA,NA,NA
361231501003029,2,3,2,4,3,0,2,6,0,NA,NA,NA,1,NA,NA
360730408021026,4,5,9,12,9,0,2,12,2,NA,1,1,NA,1,1
360450606001007,0,4,0,1,3,0,1,3,0,NA,NA,NA,NA,NA,NA
361059524002049,1,0,2,1,2,0,0,2,0,NA,NA,NA,NA,NA,NA
360290090073011,39,17,24,39,50,0,10,68,3,NA,1,1,1,1,1
360811008024004,85,20,11,59,58,0,10,30,83,NA,1,1,3,1,2
360594141002006,27,13,7,25,22,0,1,12,29,NA,1,NA,NA,1,1
360259704002053,4,7,8,11,9,0,0,18,0,NA,1,NA,1,NA,1
360210006002034,4,7,4,8,8,0,0,7,5,NA,1,NA,NA,NA,1
360894905003065,11,3,6,7,14,0,1,11,0,NA,1,NA,2,1,2
361090014002000,3,2,2,4,3,0,0,2,3,NA,2,NA,NA,1,1
360010143021043,5,9,7,11,13,0,0,17,0,NA,1,NA,NA,NA,NA
360499503001030,7,3,10,12,9,0,3,16,2,2,1,1,1,1,4
360010139011001,8,10,10,12,19,0,0,14,9,NA,1,NA,2,1,2
360099606002013,7,4,12,14,12,0,5,22,0,NA,1,1,2,1,3
361070207033050,5,5,5,10,7,0,2,5,8,NA,NA,NA,NA,NA,3
361119527003043,8,0,0,2,6,0,1,3,4,NA,1,NA,1,NA,1
360050281003002,315,67,33,186,243,0,14,41,361,1,1,1,1,1,1
360270501034001,111,100,139,188,198,1,62,266,39,1,1,1,1,1,2
360630234012015,1,0,0,0,2,0,1,2,0,NA,NA,NA,NA,NA,NA
360210007003030,3,3,1,3,4,0,0,0,0,NA,NA,NA,NA,NA,NA
360710110002015,1,5,9,8,9,0,2,9,1,NA,1,NA,NA,NA,NA
360910608001007,2,1,0,2,1,0,0,0,0,NA,NA,NA,NA,NA,NA
360594089004008,13,19,36,36,35,0,11,42,7,NA,1,1,1,NA,1
360390804012071,4,7,4,7,9,0,1,8,5,NA,2,1,3,3,3
360450617001067,0,3,5,3,5,0,0,2,4,NA,1,NA,NA,NA,NA
360179702004040,0,0,2,1,2,0,1,1,0,NA,1,NA,NA,1,1
360039501001082,0,0,6,3,3,0,2,5,0,NA,2,NA,2,1,1
360239712002022,3,0,0,1,2,0,0,2,0,NA,1,NA,NA,4,3
361031595121013,21,11,11,25,25,0,4,12,23,NA,1,1,2,NA,3
360670108002002,15,22,4,24,21,0,3,5,27,NA,1,1,NA,2,2
360550101005017,4,4,3,6,5,0,0,3,6,NA,1,NA,1,NA,1
361019605002060,2,1,3,3,4,0,0,2,0,NA,NA,NA,NA,NA,1
361031106004010,32,26,14,32,45,0,14,47,17,1,2,3,1,1,3
361031588031005,4,5,4,5,8,0,1,9,0,NA,1,NA,NA,NA,NA
361031462021045,29,6,2,18,22,0,1,8,27,NA,1,NA,NA,NA,1
361150890001127,13,10,15,21,20,0,3,32,1,NA,1,NA,1,2,1
360290065013001,46,16,10,42,36,0,5,15,49,3,2,1,NA,3,4
360470898002004,135,16,7,65,93,0,1,0,157,NA,1,NA,NA,NA,1
360830518004061,0,2,3,2,3,0,0,3,1,NA,NA,NA,1,NA,3
360271000001029,16,3,1,9,12,0,0,5,10,1,NA,NA,NA,NA,1
361059518002005,23,8,5,22,18,0,0,3,17,NA,NA,NA,NA,NA,NA
361031583084035,24,14,15,24,35,0,14,39,0,NA,1,NA,2,1,2
360359701003015,12,4,16,18,22,0,6,22,11,NA,1,1,2,4,2
361170216003037,7,14,22,22,25,0,10,33,7,NA,1,NA,1,NA,2
361031477021003,2,5,12,11,11,0,6,13,0,NA,NA,NA,NA,NA,3
360550131015005,17,15,17,27,27,0,7,39,9,NA,1,1,2,1,2
360270100001027,4,6,0,8,6,0,0,1,0,NA,3,NA,NA,2,2
360811617003009,29,9,5,19,26,0,4,17,15,1,1,NA,2,NA,2
361119506002017,135,25,18,97,86,0,8,84,48,3,1,1,2,1,2
360659401002096,3,3,4,7,8,0,8,13,0,NA,1,NA,1,4,2
360810190002002,94,30,7,63,70,0,3,39,72,1,1,NA,1,1,1
360910619032014,174,97,117,188,232,0,40,89,48,NA,1,1,1,1,2
360811241001008,27,13,9,22,29,0,4,38,1,NA,1,NA,NA,NA,1
360810998011010,85,19,0,46,59,0,0,5,97,NA,1,NA,1,NA,1
360910625081001,0,0,3,2,1,0,1,3,0,NA,NA,NA,NA,NA,NA
360550113023005,23,20,33,37,41,0,15,58,0,1,1,1,2,1,2
361190076005021,19,11,4,15,19,0,3,17,4,NA,1,NA,1,NA,NA
360210009001029,9,0,0,4,5,0,0,3,3,NA,NA,NA,NA,NA,2
361130760002091,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
360179709002029,1,2,3,3,5,0,2,5,0,NA,NA,NA,NA,1,NA
360539404031030,6,19,22,22,28,0,6,17,17,NA,1,NA,NA,NA,1
360430114002035,3,4,16,12,12,0,5,18,0,NA,3,1,1,2,8
360710142025036,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA
360470800002000,326,50,11,166,229,0,7,9,361,NA,1,1,1,2,2
360510313002111,3,0,4,3,5,0,2,7,0,NA,1,NA,NA,NA,2
360630242014005,9,13,28,25,30,0,11,34,4,1,1,2,1,2,2
360670051001000,15,3,0,8,12,0,0,4,10,NA,NA,NA,1,NA,1
361031595051014,20,18,17,28,29,0,7,25,19,NA,1,1,1,1,1
360670108003009,11,11,13,21,19,0,6,27,5,1,1,2,1,NA,3
360239701001023,7,5,8,10,10,0,9,5,13,NA,2,NA,1,1,1
360910617011048,9,18,20,33,22,0,2,28,3,NA,1,1,2,2,3
360390802011036,0,1,5,3,4,0,0,1,1,NA,NA,NA,NA,NA,NA
361190002022005,211,52,27,134,164,1,11,10,285,1,1,1,4,5,2
360550126004014,25,11,8,24,26,0,10,36,6,1,1,1,2,1,3
361019623001077,1,0,3,1,3,0,0,4,0,NA,1,NA,NA,1,3
360570727002082,0,1,0,2,2,0,0,2,0,NA,NA,NA,NA,NA,NA
360810032001010,65,26,5,37,64,0,2,14,82,NA,1,1,1,NA,1
360850006002002,70,45,41,75,92,0,10,28,115,1,1,1,4,1,2
360550146022093,7,1,4,9,6,0,2,8,3,NA,1,NA,NA,NA,1
361190066005009,3,4,3,6,5,0,0,2,2,NA,2,1,2,NA,4
360870119013009,10,10,18,16,24,0,0,23,5,NA,2,1,NA,NA,3
360099615001012,0,2,2,2,2,0,0,3,0,NA,2,NA,NA,NA,NA
360670120004045,1,1,2,3,3,0,2,5,0,1,1,NA,1,1,2
361031122112021,32,13,27,40,32,0,10,44,7,NA,1,NA,1,1,1
360810240002004,82,11,6,35,64,0,1,0,98,NA,1,1,NA,NA,2
361031226012042,28,13,16,26,32,0,1,33,9,NA,2,1,1,NA,3
360670103014001,4,6,7,8,12,0,1,7,8,NA,1,1,1,2,3
360594065012007,8,18,41,33,38,0,15,51,4,3,1,1,5,1,2
360470519003006,127,33,12,85,91,0,2,21,147,1,1,1,2,NA,2
360775914004068,0,0,5,4,1,0,1,3,0,NA,NA,NA,NA,NA,NA
360810942011018,7,7,1,4,11,0,0,0,4,NA,NA,NA,NA,NA,NA
360539404012029,2,8,6,9,8,0,4,11,0,NA,NA,NA,NA,NA,1
361070202002056,1,0,5,2,4,0,3,5,0,1,1,1,1,NA,4
360099608002056,3,3,12,10,10,0,2,13,3,1,1,NA,1,1,3
360539406002075,2,5,5,5,9,0,3,9,0,NA,NA,NA,NA,1,NA
360830524042023,51,53,38,78,83,0,35,113,18,3,1,1,1,1,2
361019620001009,7,8,7,11,13,0,4,15,0,NA,1,NA,NA,NA,NA
360910625071004,252,194,188,309,377,0,46,313,70,2,1,1,1,1,2
360670114011023,94,84,112,156,152,0,51,241,15,2,1,1,1,1,2
361130705001023,3,6,5,5,10,0,1,0,15,NA,NA,NA,NA,NA,NA
360810450002003,68,16,5,44,45,0,4,12,71,NA,1,NA,1,2,2
360670044002011,54,16,8,44,37,0,7,56,5,2,1,NA,2,2,2
360810939003000,19,5,6,13,19,0,1,8,21,NA,1,NA,NA,NA,1
360290037004006,164,35,11,87,130,0,5,30,140,2,1,2,4,NA,1
360775901003086,1,0,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA
360595172003018,41,23,32,46,55,0,8,31,51,NA,1,1,1,1,1
360150104004012,8,6,19,18,16,0,11,30,0,NA,1,1,2,1,2
360594075011078,2,1,0,0,3,0,0,1,1,NA,NA,NA,NA,NA,NA
361031697012013,8,4,4,9,8,0,3,10,1,NA,1,NA,1,NA,1
360594139002011,14,1,1,12,5,0,0,11,4,NA,NA,NA,1,NA,1
360595197024025,22,7,12,22,20,0,5,27,4,NA,2,NA,1,NA,1
360850121002017,6,0,7,4,9,0,2,7,4,NA,1,NA,NA,NA,1
360299400001014,9,7,2,9,10,0,1,2,4,NA,NA,NA,1,NA,1
360470586001006,19,16,6,19,22,0,0,20,15,NA,1,NA,NA,NA,2
360690505001038,0,0,4,2,2,0,0,2,0,NA,NA,NA,NA,NA,NA
360150105002018,6,8,8,13,10,0,2,15,3,NA,1,1,4,NA,3
361190008012005,24,6,12,16,26,0,7,18,20,NA,1,NA,1,NA,1
361170211002023,6,8,4,11,10,0,4,13,6,NA,1,1,2,2,1
360450625003094,0,0,3,2,1,0,1,3,0,NA,NA,NA,NA,NA,NA
360179703003006,5,4,15,13,13,0,5,10,10,1,1,1,1,1,2
361190147041019,17,23,10,28,26,0,5,20,18,NA,1,1,NA,NA,1
360510314001024,15,14,31,29,37,0,6,19,39,1,2,1,3,2,3
360830525013001,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA
360610036012001,298,65,17,175,218,0,7,8,378,NA,1,1,3,1,2
360179710003050,0,1,1,3,1,0,0,1,2,NA,1,NA,1,NA,NA
361031585021013,5,8,6,10,12,0,4,13,5,NA,1,1,1,NA,3
360470628004012,4,5,5,10,4,0,0,4,8,NA,1,NA,1,NA,1
360290147022012,13,3,11,12,16,0,8,20,1,NA,3,NA,NA,1,1
360390803004001,5,10,14,15,19,0,3,14,7,NA,2,NA,2,4,1
360650243032008,2,2,4,5,3,0,1,3,0,NA,1,2,NA,3,5
361031122141017,3,3,2,4,4,0,0,3,5,NA,NA,NA,NA,NA,NA
361031110024021,1,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA
360550128002013,47,13,10,30,44,0,11,52,4,NA,2,NA,1,1,1
360550145012028,9,13,12,18,19,0,11,30,0,NA,1,NA,1,NA,1
360550108004001,54,30,47,61,75,0,25,102,5,1,1,1,1,2,2
360239701001064,1,1,3,5,2,0,2,4,0,NA,1,NA,NA,NA,NA
361019629002004,12,9,21,24,23,0,4,24,2,NA,1,1,1,1,1
360775914003021,4,1,9,9,5,0,3,7,3,NA,NA,NA,NA,2,1
361190109011007,10,9,6,13,15,0,7,18,0,NA,1,NA,3,NA,1
360710129001027,14,8,6,17,13,0,3,5,21,NA,1,1,1,NA,4
360319612005007,5,12,24,22,22,0,7,11,27,NA,3,NA,NA,1,2
360593004004018,1,1,1,1,2,0,0,0,3,NA,NA,NA,NA,NA,NA
360710128003033,120,56,37,108,119,0,13,26,192,NA,2,1,1,1,2
360710143022037,2,2,2,4,3,0,0,6,0,NA,1,NA,1,NA,3
360811367004007,11,10,4,14,11,0,3,12,5,NA,1,NA,1,NA,NA
360039507001073,2,3,12,11,7,0,0,3,9,NA,1,NA,NA,NA,1
360593031023009,26,24,20,39,33,0,11,56,5,1,1,1,4,1,2
361190097023031,21,11,7,18,23,0,9,28,6,NA,1,1,1,1,2
360191001005022,2,3,3,4,4,0,1,6,0,3,1,NA,NA,NA,1
360050184003001,123,33,37,84,116,0,8,19,172,NA,1,1,1,1,2
360550085003017,5,7,7,10,10,0,2,7,9,1,1,1,NA,1,1
361031225023013,34,10,5,20,30,0,0,15,27,1,1,1,2,NA,2
361031594102005,0,1,1,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
360450601001122,0,1,1,1,2,0,1,3,0,NA,1,NA,NA,NA,NA
360099613002012,1,2,0,2,1,0,0,3,0,NA,NA,NA,NA,NA,NA
360450611002067,4,9,19,19,17,0,5,27,0,NA,1,NA,NA,1,1
360710013001021,6,9,4,8,11,0,4,10,4,NA,1,1,NA,NA,1
360593036001004,0,0,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA
360595209004012,0,0,4,3,1,0,1,3,0,NA,3,1,NA,NA,NA
360810097002000,176,69,27,142,137,0,7,31,232,2,1,1,1,2,2
360110409002032,1,1,1,1,2,0,0,1,0,NA,NA,NA,NA,NA,NA
360359706005048,7,2,4,5,8,0,0,8,3,NA,1,NA,NA,NA,1
360150009001021,3,5,5,7,9,0,3,6,5,NA,1,NA,NA,NA,2
360594124002002,35,21,38,48,56,0,13,57,30,1,1,1,1,1,1
360710011004002,2,0,3,4,1,0,0,0,5,NA,NA,NA,NA,NA,NA
360050093001030,1,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA
360319605981003,3,4,1,4,4,0,0,7,0,1,1,NA,NA,1,2
361032010042017,16,4,4,13,13,0,1,9,9,NA,NA,NA,NA,NA,4
360595182012005,83,82,146,159,171,0,61,211,26,1,1,1,1,1,2
360470908003004,139,18,7,69,96,0,1,1,164,NA,1,NA,1,NA,2
360430109002201,3,0,0,0,3,0,2,2,0,NA,NA,NA,NA,NA,NA
360191019004013,32,17,25,38,39,0,6,49,12,NA,1,NA,2,1,1
360594081005011,14,15,23,27,26,0,5,30,16,NA,2,1,1,NA,2
360670005011019,15,2,1,9,11,0,0,2,10,NA,NA,1,NA,NA,3
360730408011002,15,14,24,30,27,0,5,12,9,NA,1,NA,1,NA,1
361031122132028,0,0,1,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
360870116032006,6,4,8,8,10,0,4,6,0,NA,NA,NA,NA,NA,NA
361190055002001,113,69,82,117,162,0,29,90,150,1,1,1,2,1,1
360830524034009,17,16,14,26,24,0,6,34,5,NA,2,1,2,1,2
360150102001017,0,3,3,4,3,0,3,0,7,NA,NA,NA,NA,NA,6
360150103003003,0,1,3,3,3,0,0,6,0,NA,1,NA,NA,NA,1
361031906033007,1,2,1,2,4,0,1,2,4,NA,2,NA,NA,NA,NA
360595220005013,6,5,3,9,6,0,0,1,9,NA,2,1,NA,NA,2
360270603021025,24,24,21,37,37,0,8,44,12,NA,1,1,3,1,2
360359715002010,8,7,28,24,23,0,3,25,10,NA,1,1,1,1,2
361219711001053,0,1,4,2,3,0,0,1,0,NA,NA,NA,NA,NA,1
360810288002012,52,6,0,25,33,0,0,3,53,NA,1,NA,NA,NA,NA
360710130001012,13,13,15,20,22,0,7,25,5,NA,1,NA,NA,NA,2
360191004004000,29,9,15,26,28,0,8,34,0,NA,1,1,1,1,1
360910610005023,3,6,1,5,6,0,2,5,3,NA,NA,NA,NA,NA,NA
361059505002051,1,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
360775904002045,5,4,6,10,10,0,7,14,0,NA,1,NA,1,2,1
360290150031018,6,9,19,22,17,0,14,29,0,3,1,NA,1,3,2
361059520003023,0,0,1,3,1,0,2,2,0,NA,1,NA,NA,NA,1
361150840002021,1,11,10,9,14,0,0,3,14,NA,1,NA,NA,NA,2
360339509001025,2,2,5,8,3,0,1,9,0,NA,NA,NA,NA,NA,NA
360290168002001,9,3,0,5,7,0,1,1,6,NA,NA,NA,NA,NA,NA
361031594082007,3,0,0,1,2,0,0,2,0,NA,NA,NA,NA,NA,NA
360690520001006,3,3,9,10,7,0,5,13,0,NA,1,NA,NA,NA,2
361031580015000,77,58,50,92,104,0,31,102,31,1,1,1,1,1,2
360259705004059,2,7,0,6,5,0,1,1,9,NA,NA,NA,NA,NA,1
360550126002011,28,10,2,19,24,0,2,33,5,2,1,1,1,NA,1
360550117073005,189,173,209,303,312,0,109,472,22,1,1,1,2,1,2
361019629001014,0,1,1,0,2,0,0,1,0,NA,2,NA,2,NA,NA
360130355001023,9,5,6,10,12,0,5,16,3,NA,2,2,NA,1,3
360710003005003,32,5,9,24,24,0,3,6,38,NA,3,2,NA,NA,1
360810661001000,54,36,34,67,63,0,10,78,18,NA,1,1,1,NA,2
360710117011023,3,2,3,5,4,0,0,1,5,NA,1,1,1,NA,2
360594168021001,137,63,63,107,177,0,37,10,269,1,1,1,1,1,2
360810156002002,99,32,12,66,78,0,3,33,91,NA,1,NA,NA,NA,1
360550122013005,20,14,11,28,20,0,12,40,6,3,1,1,1,1,3
360810198002004,72,19,2,52,42,0,1,9,79,1,1,NA,NA,2,1
360910624052006,23,17,24,32,35,0,12,52,8,1,1,1,1,3,2
361019612001014,55,20,78,67,94,0,13,31,121,2,1,1,2,1,1
360810062025001,42,17,16,32,49,0,6,8,72,NA,1,1,2,NA,2
361219702002033,8,9,14,11,21,0,4,22,0,1,4,1,NA,1,2
361190109021005,5,8,5,10,10,0,1,17,0,NA,2,NA,1,NA,3
361231501001014,2,0,2,3,2,0,1,2,0,NA,NA,NA,NA,NA,NA
360894906004016,29,12,27,28,45,0,14,39,12,NA,1,1,1,1,1
361031904022044,2,2,0,3,1,0,0,1,0,NA,NA,NA,NA,NA,NA
360850169012006,28,17,29,44,37,0,9,34,34,NA,1,NA,2,1,2
361219701002038,0,1,3,2,2,0,2,3,0,NA,1,NA,NA,1,NA
360810463001001,41,23,11,33,45,0,0,2,76,NA,1,NA,NA,NA,2
360039506001152,0,1,2,2,1,0,0,1,0,NA,NA,NA,NA,NA,NA
360594066005009,10,10,25,24,23,0,8,38,0,NA,1,1,NA,NA,1
360270501032010,9,10,3,11,11,0,3,8,9,NA,1,NA,NA,NA,NA
360594124001006,15,10,30,29,32,0,6,39,8,NA,2,1,5,NA,4
361130706012033,0,0,2,2,0,0,1,0,0,NA,NA,NA,NA,NA,NA
361031106002001,32,16,19,33,40,0,17,60,0,1,1,1,1,1,2
360470390001005,50,48,57,74,90,0,3,49,88,NA,1,1,1,NA,2
360050297001007,265,60,53,166,226,0,27,73,250,3,1,1,2,1,2
360470450001001,21,15,15,25,27,0,9,25,14,1,2,1,2,1,2
360070119013032,0,0,2,1,1,0,1,2,0,NA,NA,NA,NA,NA,NA
360339507002236,1,0,1,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
360593012003008,13,8,5,14,12,0,1,20,0,NA,1,NA,3,NA,1
361070207012033,1,3,3,1,7,0,3,4,0,NA,NA,NA,NA,NA,1
361190108041008,33,17,13,36,27,0,2,32,20,NA,1,NA,1,1,1
360894923002058,2,0,2,2,2,0,4,4,0,NA,1,NA,NA,NA,2
361031907054022,1,0,2,1,2,0,2,3,0,NA,4,NA,2,NA,5
360630244011026,7,4,5,8,10,0,1,5,11,1,2,1,6,1,4
360070140003010,38,12,36,46,44,0,10,48,17,1,1,1,2,1,2
360130369011023,0,0,2,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
360450606004006,1,5,4,7,4,0,2,6,0,NA,2,NA,NA,NA,1
361190014013006,26,20,13,25,39,0,8,27,19,2,1,1,9,1,3
360595201001001,30,21,27,37,43,0,12,45,14,4,2,1,2,NA,1
360010019023005,22,5,5,16,19,0,5,19,5,NA,1,NA,NA,NA,1
360130363003031,3,4,5,9,3,0,3,7,2,3,NA,1,2,3,3
360830525014113,1,1,0,1,1,0,2,2,0,NA,1,NA,NA,1,2
360039508002140,1,1,3,3,2,0,4,2,0,NA,2,NA,NA,NA,NA
361031456051020,29,10,2,23,22,0,0,13,21,NA,1,NA,2,NA,3
361090021001042,3,3,1,4,3,0,3,7,0,NA,1,1,1,1,1
360710101013000,42,38,70,77,82,0,27,92,29,NA,1,1,1,2,2
360050442005001,107,19,4,61,72,1,2,1,131,NA,1,NA,2,NA,1
360130364021049,4,3,11,13,10,0,8,11,2,NA,1,NA,1,3,3
360570725002020,1,1,7,3,6,0,0,0,9,NA,NA,NA,NA,NA,NA
360690516003000,13,9,6,14,16,0,1,2,14,NA,1,NA,NA,NA,1
360630234012027,8,4,10,16,10,0,7,21,0,1,1,1,1,1,3
360290140001000,0,1,5,2,4,0,3,5,0,NA,2,1,2,1,2
360510313003073,0,2,2,2,2,0,0,2,0,NA,NA,NA,NA,1,3
360099606002040,8,6,13,16,11,0,12,18,0,NA,1,1,1,2,2
360110409002047,2,2,8,8,5,0,2,8,0,NA,NA,NA,NA,NA,1
360595176004002,12,6,21,17,23,0,7,23,3,1,1,1,1,2,2
360259704001071,0,3,10,7,7,0,5,8,3,NA,1,1,NA,1,1
360319609002145,1,0,0,1,0,0,0,1,0,NA,1,NA,NA,NA,2
361130750001157,4,4,1,5,5,0,0,7,0,NA,NA,NA,NA,NA,1
360930325022010,8,5,6,10,11,0,4,13,6,NA,1,1,NA,NA,4
360810663002000,62,40,25,64,66,0,15,63,38,2,1,1,3,1,2
360450609003023,3,1,1,2,3,0,0,1,0,NA,NA,NA,NA,NA,NA
360450608034006,0,0,2,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA
360670150001020,7,9,4,10,12,0,3,19,0,1,1,1,2,1,2
360594119013012,29,6,5,23,24,0,4,12,31,NA,1,NA,3,1,1
360450609002028,1,4,0,3,4,0,1,6,0,NA,2,NA,5,4,8
360810145001003,67,33,22,72,56,0,7,34,75,1,1,NA,1,1,2
360259705003004,3,6,4,6,8,0,0,10,0,NA,2,1,NA,NA,2
360594150001025,24,15,14,28,28,0,11,45,0,NA,1,1,1,3,4
360594168012013,8,2,4,6,9,0,2,9,4,NA,1,1,3,NA,1
360594112003014,9,6,18,17,16,0,4,24,3,NA,1,1,1,NA,4
360290007003005,34,14,6,27,28,0,10,35,6,3,1,1,1,NA,4
360239704002049,3,2,0,2,3,0,3,1,0,NA,NA,NA,NA,NA,NA
361031350052012,11,5,18,13,26,0,5,30,0,NA,2,1,1,1,3
361019610001084,0,4,10,10,5,0,0,11,0,NA,1,NA,NA,NA,NA
360290135011001,15,8,13,21,18,0,4,23,3,NA,1,1,NA,2,1
360594137002007,11,8,2,11,12,0,4,8,12,NA,2,1,1,2,2
361032009022034,32,18,10,27,36,0,8,29,6,1,1,1,1,2,3
360070119013026,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,1
360259712003052,3,0,0,1,2,0,0,1,0,NA,3,NA,NA,NA,NA
360610069001011,17,13,4,21,13,0,1,3,26,NA,NA,NA,NA,NA,1
360750203022155,6,2,18,15,13,0,4,15,6,NA,NA,1,NA,NA,1
360191020001030,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
360319602002035,7,1,2,5,5,0,0,4,2,NA,NA,NA,NA,NA,NA
360099611002016,3,1,1,4,3,0,3,3,2,NA,NA,NA,NA,NA,NA
360870114052000,2,1,3,3,3,0,0,4,0,NA,NA,NA,NA,NA,NA
360594070001009,23,4,1,13,16,0,1,20,1,NA,1,NA,NA,NA,1
360595203002001,9,11,10,15,16,0,4,19,4,NA,1,1,NA,NA,1
361031698004004,5,3,4,8,6,0,1,4,7,NA,NA,NA,NA,NA,NA
360339512001014,3,2,4,4,5,0,2,1,5,NA,NA,NA,NA,NA,NA
361090017003050,0,1,2,1,2,0,0,2,0,NA,NA,NA,NA,NA,NA
361119501005034,2,7,1,6,5,0,2,9,0,NA,NA,NA,NA,NA,1
361150840002054,9,6,22,20,20,0,6,24,1,NA,1,NA,NA,1,1
360670160011053,3,10,11,17,9,0,7,15,5,NA,1,1,2,2,5
360594153006012,39,41,64,71,75,0,15,82,32,NA,2,1,2,1,3
361119513003009,3,2,3,5,3,0,1,3,0,NA,NA,NA,NA,NA,NA
361059520003056,4,2,0,3,3,0,2,2,4,NA,NA,NA,NA,NA,1
360470065003000,241,67,49,165,203,0,25,16,346,NA,1,1,2,3,1
360039504001078,0,1,7,5,3,0,0,2,2,NA,1,1,NA,2,2
360630237001005,22,10,4,20,22,0,0,18,13,NA,1,1,NA,NA,2
360039509002075,2,0,0,1,1,0,1,2,0,NA,1,NA,NA,2,2
360750214013030,1,1,2,2,3,0,0,5,0,NA,NA,NA,NA,NA,2
360259712003033,3,3,5,6,6,0,0,10,0,NA,1,NA,2,NA,4
360510308001116,5,9,19,15,19,0,4,17,0,NA,4,3,2,1,7
