"geoid","party_dem","party_npp","party_rep","voters_gender_m","voters_gender_f","voters_gender_unknkown","commercialdatall_gun_owner","commercialdatall_home_owner_or_renter_likely_homeowner","commercialdatall_home_owner_or_renter_likely_renter","commercialdata_upscalebuyerinhome_avg","commercialdata_familymagazineinhome_avg","commercialdata_femaleorientedmagazineinhome_avg","commercialdata_financialmagazineinhome_avg","commercialdata_gardeningmagazineinhome_avg","commercialdata_healthfitnessmagazineinhome_avg"
360650225001016,6,4,8,13,10,0,1,2,13,NA,NA,NA,NA,NA,2
360499505001086,0,0,4,3,1,0,1,2,0,NA,NA,NA,NA,NA,NA
360594072042001,119,44,27,84,123,0,2,7,191,1,2,1,2,1,2
360550117032012,4,3,16,12,13,0,4,14,1,1,1,NA,1,1,2
360110402002049,1,0,6,3,4,0,3,7,0,NA,NA,NA,1,NA,NA
360290124001008,10,1,2,8,5,0,1,2,10,NA,1,1,NA,NA,2
360710117012077,1,0,2,2,1,0,1,2,0,NA,1,NA,NA,NA,4
361031594081047,19,15,10,28,20,0,3,7,26,NA,2,NA,1,1,1
360710102003017,1,2,4,2,5,0,3,6,0,NA,1,NA,NA,NA,1
360670107002018,6,1,5,5,9,0,2,2,3,NA,NA,NA,NA,NA,1
360594122002005,15,15,22,19,35,0,6,26,19,NA,1,1,NA,NA,3
360630217002001,24,15,5,27,19,0,2,6,36,NA,NA,NA,NA,NA,1
360379503005013,0,2,2,1,3,0,0,2,0,NA,1,NA,NA,NA,NA
360470086001000,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
360290120012007,41,10,13,25,42,0,15,44,6,NA,1,1,1,1,1
360690513002013,4,3,11,11,9,0,3,13,0,NA,1,NA,2,NA,2
360530310001014,0,2,2,2,2,0,2,3,0,NA,2,1,NA,2,2
361031109022012,19,17,5,24,19,0,2,4,31,NA,1,NA,1,1,1
360630230011020,6,3,4,8,6,0,2,8,1,NA,1,1,NA,1,1
361031478023016,20,22,25,37,39,0,10,20,50,NA,1,NA,3,1,3
361031119001023,7,9,13,13,18,0,6,19,4,NA,1,1,1,NA,2
360850121002014,9,3,10,10,13,0,4,4,10,NA,3,1,NA,NA,1
360810367001002,100,22,13,78,71,0,5,39,77,1,1,1,NA,NA,2
360471124002001,105,20,4,61,77,0,4,17,114,NA,1,NA,1,2,2
360570728004115,4,3,3,7,5,0,2,4,7,NA,1,NA,NA,NA,NA
360430113012043,0,0,4,3,2,0,2,4,0,1,NA,NA,NA,NA,2
360010014001009,67,25,4,54,46,0,4,12,86,3,1,NA,3,5,2
360690501024001,2,2,2,5,4,0,0,2,0,NA,NA,NA,NA,NA,NA
360650225002012,2,3,6,4,7,0,0,5,5,NA,NA,NA,NA,NA,NA
360550117052004,7,7,5,9,11,0,3,18,0,NA,1,NA,NA,1,2
360070121032038,2,3,3,3,5,0,2,5,0,NA,1,1,1,2,2
361019628003044,9,2,10,12,10,0,7,12,8,NA,1,1,1,1,1
360830524021032,0,1,1,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA
360810997013005,35,13,8,21,36,0,5,2,50,2,1,1,2,1,2
360290048003003,43,13,4,31,34,0,5,23,33,NA,1,NA,2,2,3
361031702024013,46,31,48,67,76,0,16,62,23,1,1,1,2,2,2
360130361003084,2,1,1,3,3,0,1,1,1,NA,NA,NA,NA,NA,NA
360259706002021,2,2,5,5,6,0,1,7,0,NA,1,NA,1,NA,5
361031904022014,2,0,0,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
360550152004034,1,3,0,2,2,0,0,0,0,NA,NA,NA,NA,NA,NA
360070126004041,5,5,28,19,21,0,0,21,12,NA,1,NA,1,1,2
360550120003009,26,16,9,28,31,0,18,41,5,1,1,1,1,1,2
360290082012005,72,33,16,58,71,0,12,30,53,1,1,1,1,3,2
360810294006013,21,3,0,10,14,0,0,8,15,NA,1,1,NA,NA,NA
360594169002000,9,5,9,11,12,0,5,19,0,NA,2,1,4,NA,3
360259708001033,7,0,6,4,9,0,1,7,4,NA,1,1,1,1,2
360894917004026,4,1,7,5,7,0,3,10,0,1,1,NA,1,1,1
360430101001060,0,0,2,1,1,0,2,2,0,NA,NA,NA,NA,NA,NA
361019602003030,1,0,2,1,2,0,0,1,1,NA,NA,NA,1,NA,2
361031115032023,39,26,24,47,47,0,10,65,9,NA,1,NA,2,2,2
360272102011000,4,3,2,4,5,0,0,1,6,NA,1,NA,NA,NA,NA
360659402003001,4,1,4,4,5,0,4,6,3,NA,2,NA,1,NA,3
360930322001027,6,6,8,12,9,0,1,13,3,NA,NA,NA,1,NA,1
360290001104002,130,48,32,110,114,0,25,63,116,NA,1,1,2,1,1
360870127001002,50,48,43,69,79,0,19,96,23,NA,2,1,1,2,2
360595177014012,11,8,31,29,24,0,8,27,9,NA,2,1,2,2,3
360593034002022,0,1,4,2,3,0,0,2,0,NA,1,NA,2,NA,NA
360010142023040,28,10,7,26,23,0,10,45,0,1,2,1,1,1,2
361090021001011,3,2,6,8,7,0,4,12,0,NA,1,NA,NA,NA,NA
360930331023060,0,4,2,3,3,0,0,4,0,NA,NA,NA,NA,NA,2
360775904003009,1,0,8,6,4,0,0,5,0,NA,1,NA,NA,NA,NA
360594118002009,18,12,21,21,33,0,5,31,9,NA,2,1,1,NA,1
360130353001033,6,1,8,6,9,0,2,9,5,NA,NA,NA,NA,NA,2
360450603003035,16,10,28,30,30,0,13,39,0,NA,1,1,1,2,3
360957406004029,2,0,2,2,2,0,1,3,0,NA,4,NA,2,3,3
360594134003021,25,31,29,38,52,0,12,34,39,NA,1,1,3,NA,1
360290120012004,43,17,34,52,50,0,22,62,18,NA,1,1,1,2,1
360670061013009,126,33,12,71,110,0,8,20,146,NA,1,1,1,NA,1
360150111005018,20,18,30,41,35,0,13,40,10,NA,1,1,1,1,1
360010011001064,27,4,0,19,14,0,0,2,30,NA,2,1,NA,NA,2
360379501004039,5,3,7,8,8,0,3,15,0,NA,1,NA,NA,NA,1
360470441001000,141,35,9,77,116,0,0,5,184,NA,1,NA,4,NA,1
360810142022011,49,10,9,41,29,0,5,23,42,NA,2,NA,NA,NA,1
360957407001033,9,2,11,10,12,0,9,16,0,NA,2,NA,1,3,2
360594118005007,4,12,16,15,19,0,1,11,16,NA,1,3,1,2,2
360290137014036,4,1,0,3,3,0,1,5,0,NA,1,1,NA,NA,NA
360570723002002,0,2,2,2,2,0,0,3,1,NA,1,NA,NA,NA,NA
360894903005020,5,2,0,3,4,0,1,4,0,NA,3,1,NA,NA,2
361190117001047,27,13,5,19,31,0,5,14,22,NA,1,1,1,2,1
361150920002056,6,6,7,12,8,0,3,9,1,NA,NA,NA,NA,NA,NA
360870126004018,15,5,11,17,17,0,8,27,1,NA,1,1,2,1,1
360050070003001,128,35,16,96,90,0,6,7,176,NA,1,NA,2,NA,1
361031461032041,15,32,26,35,45,0,10,46,16,NA,1,1,2,2,3
360130371004007,10,12,19,22,24,0,7,31,7,NA,1,1,3,2,3
360610028004003,448,78,29,250,324,0,27,2,571,1,1,1,2,1,2
360290017001004,20,7,8,12,24,0,1,14,16,3,2,NA,1,2,3
361190048002012,15,15,11,9,35,0,3,4,38,NA,1,NA,NA,NA,1
360850097003010,8,2,4,6,8,0,2,4,7,NA,4,NA,1,NA,3
360550112081032,32,22,51,61,60,0,23,81,8,1,1,NA,2,2,1
361031462042010,22,9,3,15,20,0,1,24,2,NA,2,NA,1,1,2
360650239021014,2,1,0,1,2,0,1,3,0,NA,NA,NA,NA,NA,1
360290141022045,19,5,15,19,25,0,8,34,1,1,2,1,2,1,2
360710152002019,3,5,7,7,8,0,1,7,5,NA,1,NA,NA,NA,1
360539407001088,4,5,4,7,6,0,3,10,3,NA,1,NA,1,1,9
361070205003006,6,2,13,9,12,0,2,9,6,NA,1,1,NA,NA,2
361090017003026,4,2,5,8,3,0,2,1,6,NA,1,NA,1,NA,6
361031462021002,1,0,0,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
360039501001024,6,1,0,1,6,0,0,4,0,NA,NA,NA,NA,NA,NA
360595200011037,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
360239702003001,1,1,4,6,1,0,0,4,0,NA,NA,NA,NA,NA,NA
360910607022013,1,1,3,4,3,0,0,1,0,NA,NA,NA,NA,NA,NA
360150106002021,5,7,16,13,20,0,5,17,10,NA,1,1,1,NA,1
360570727003115,3,6,4,4,10,0,3,10,0,NA,1,NA,NA,NA,1
360810100001004,64,39,14,59,64,0,7,14,103,NA,1,1,NA,1,1
361130709001017,5,0,0,2,3,0,0,4,0,NA,NA,NA,NA,NA,NA
361031462033034,34,14,8,23,36,0,5,29,13,NA,1,1,NA,1,2
360271600031065,7,5,0,3,9,0,2,5,0,NA,1,NA,1,1,1
360050403033001,650,156,37,350,515,3,12,0,867,NA,1,1,1,1,1
360593010001003,63,47,19,64,66,0,15,65,17,3,1,1,1,2,1
360650224001049,4,10,8,13,10,0,2,6,15,NA,1,NA,1,NA,7
361031227072008,1,1,0,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
360999506004002,4,8,20,18,15,0,3,20,4,NA,1,NA,NA,1,1
360670167001032,9,12,14,20,19,0,6,28,3,NA,1,2,2,1,3
360830517022027,2,24,9,23,17,0,6,30,0,NA,1,NA,1,NA,1
360811429003003,28,13,17,25,33,0,6,33,10,NA,1,NA,1,NA,2
361070201001038,17,9,15,23,22,0,8,29,3,NA,3,1,4,3,3
360130307001007,7,5,11,12,12,0,4,16,5,NA,3,1,3,1,2
360550149031006,9,11,12,16,20,0,8,27,0,1,1,1,3,1,2
361219702002051,0,0,2,1,1,0,2,2,0,NA,NA,NA,NA,NA,NA
361170216001089,3,6,7,8,9,0,0,11,0,NA,1,1,1,2,2
360130351002016,2,1,2,3,6,0,1,2,3,NA,1,NA,NA,NA,2
360550118003024,2,1,4,5,4,0,2,6,0,1,3,NA,3,4,2
360290146043017,12,7,14,17,17,0,9,22,9,3,1,1,2,2,2
360339502003016,24,4,3,17,16,0,3,23,0,NA,1,NA,NA,1,1
360775904004004,1,2,0,2,1,0,0,0,3,NA,NA,NA,NA,NA,NA
361190088001005,47,20,3,45,27,0,0,1,68,NA,1,NA,NA,1,1
361090018002020,6,3,0,7,5,0,0,1,8,NA,4,2,5,NA,5
360594147001005,14,12,20,18,28,0,7,32,4,NA,1,1,2,1,3
360290147022011,42,24,39,52,58,0,22,80,0,2,1,1,1,1,2
360594074022004,71,16,9,38,58,0,3,27,54,NA,1,1,1,3,4
360595204012001,13,7,12,18,15,0,15,26,0,NA,1,NA,2,1,1
360690504002060,3,3,8,9,6,0,5,9,0,NA,NA,NA,NA,NA,1
360594123022014,29,20,41,43,51,0,17,59,21,1,1,1,2,1,3
360979501004014,1,4,2,4,3,0,4,7,0,NA,NA,NA,1,1,1
360110405002041,1,2,11,8,8,0,6,13,0,NA,1,NA,NA,NA,NA
360070126004005,0,1,4,3,2,0,0,5,0,NA,NA,NA,NA,2,1
360810394001003,61,15,1,34,44,0,0,18,49,1,1,1,1,NA,1
360710117011037,2,3,2,3,4,0,2,4,0,NA,NA,NA,NA,NA,NA
360730404003047,2,1,6,3,6,0,4,4,4,NA,NA,NA,NA,1,NA
360594078011004,14,17,14,20,26,0,6,24,9,NA,2,2,2,1,2
360419503002096,1,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
360070127021015,2,6,8,7,10,0,2,10,3,NA,NA,NA,NA,NA,1
360957406003024,2,2,6,5,5,0,0,6,0,NA,2,NA,NA,NA,1
360810295002002,160,52,32,113,139,0,4,1,247,NA,1,NA,1,1,1
360110401001060,6,0,7,7,7,0,1,12,0,NA,1,NA,1,1,1
360594139001016,34,14,7,27,30,0,0,12,40,NA,NA,NA,NA,NA,NA
361019619003027,2,2,9,7,6,0,7,9,0,NA,1,NA,NA,NA,1
360690506021058,3,11,6,12,10,0,0,0,22,NA,NA,NA,NA,NA,NA
360259702001044,3,1,3,2,5,0,0,5,0,NA,NA,NA,NA,NA,NA
361090018002034,12,11,8,15,18,0,3,21,2,1,3,1,1,1,3
360594092006010,9,11,16,15,30,0,7,23,10,NA,NA,1,NA,NA,1
360210015001093,2,5,3,6,4,0,1,6,4,NA,NA,NA,NA,NA,NA
360450605003025,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA
360570726003020,5,1,3,4,6,0,0,7,1,NA,NA,NA,NA,NA,1
360630228031010,19,13,12,24,23,0,3,33,1,1,2,1,2,1,2
361019612001000,1,2,6,4,6,0,1,7,0,NA,NA,NA,NA,NA,NA
360191020001033,2,0,2,2,2,0,2,3,0,NA,1,NA,2,NA,5
360050238002002,119,33,17,88,85,0,3,0,172,NA,1,1,1,NA,2
360999508001045,0,2,1,3,3,0,2,6,0,NA,1,NA,NA,NA,1
361031349043015,0,0,4,3,3,0,1,4,0,NA,NA,NA,NA,1,NA
361231505002057,3,1,1,4,1,0,2,4,0,NA,NA,1,NA,NA,3
360810500001008,110,24,6,62,83,0,2,3,141,NA,1,NA,NA,NA,1
361190107011011,11,3,7,8,14,0,5,21,1,NA,1,NA,1,1,NA
361031471003052,11,5,18,16,19,0,13,24,1,NA,1,NA,1,1,1
360259708001063,7,10,12,13,16,0,2,16,6,NA,1,1,NA,1,3
360130364011113,0,0,2,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
361031117031011,24,29,27,49,40,0,18,65,6,NA,1,2,1,1,2
360050163001001,1,1,0,2,0,0,0,0,2,NA,NA,NA,NA,NA,NA
360130351003009,17,11,9,20,19,0,9,22,0,NA,1,1,1,2,1
360830406002003,7,8,1,9,9,0,1,5,9,NA,NA,NA,NA,NA,1
360810145001000,139,59,32,119,118,0,8,28,182,NA,1,1,1,NA,1
360099607021012,2,0,0,1,1,0,1,2,0,NA,NA,NA,NA,NA,NA
360894907001048,4,5,6,11,5,0,5,5,3,NA,NA,NA,NA,1,1
360811409022001,36,14,15,30,39,0,5,25,32,NA,1,1,1,NA,1
360650234002022,43,24,32,46,60,0,5,0,106,NA,1,NA,1,NA,3
360179704001016,16,8,10,18,19,0,3,5,30,NA,1,1,2,3,3
361119501003017,57,49,25,76,67,0,15,84,19,1,1,1,2,2,2
360810749002008,9,3,3,4,11,0,2,6,4,NA,4,NA,2,NA,1
360239701002060,0,3,0,3,0,0,0,1,0,NA,NA,NA,NA,NA,NA
360450605003031,12,6,10,15,15,0,2,15,1,NA,1,NA,1,NA,2
361219702004004,6,6,17,12,20,0,1,14,11,1,1,1,NA,NA,1
360750201004012,1,0,7,3,5,0,3,4,0,NA,1,1,NA,NA,1
360594078011010,20,13,24,22,37,0,6,38,15,NA,1,1,1,NA,2
360430109001084,0,0,0,0,1,0,1,1,0,NA,6,NA,3,2,2
360290079052009,20,18,10,21,32,0,3,38,1,1,1,1,1,1,1
360530307003089,4,1,2,5,3,0,4,7,0,NA,NA,NA,1,NA,1
360630236002019,10,5,5,11,9,0,2,11,3,NA,2,1,NA,1,3
361019622002038,0,7,18,13,13,0,3,16,0,NA,1,1,NA,NA,3
360850273012023,41,20,26,39,50,0,9,41,26,NA,1,NA,1,NA,2
360750201003058,1,6,11,7,11,0,2,9,1,NA,1,NA,NA,NA,1
360810788002000,77,21,1,38,64,0,3,17,69,1,1,1,1,NA,2
361059518004017,8,5,2,9,11,0,0,4,9,NA,1,NA,NA,1,2
360894927001018,1,3,14,9,9,0,3,13,3,1,1,1,7,3,5
361190146062018,30,12,5,24,25,0,9,34,0,4,1,1,1,2,2
360810954003001,14,3,2,8,12,0,0,4,13,NA,NA,1,3,2,2
360470462012004,2,0,0,1,1,0,0,0,2,NA,NA,NA,NA,NA,NA
361119542003050,1,0,1,3,0,0,2,2,0,NA,1,NA,1,NA,1
360610267001001,178,84,42,143,168,0,10,0,310,NA,1,1,1,2,2
360750216031014,7,7,11,13,18,0,2,17,5,NA,2,1,1,1,2
360910625051019,5,6,6,10,10,0,2,6,11,NA,2,NA,NA,NA,3
360470690001000,90,14,3,51,57,0,8,35,59,NA,1,NA,NA,1,1
360290141011022,7,6,20,20,18,0,12,36,0,1,2,1,1,1,2
360593005004003,1,2,1,3,2,0,0,1,0,NA,NA,NA,NA,NA,NA
360610267001002,211,97,68,199,183,1,12,0,381,NA,1,1,1,1,1
360850208013005,12,5,34,26,26,0,8,21,26,NA,2,1,2,1,2
360110403002002,10,17,24,30,27,0,9,40,3,NA,1,NA,1,NA,1
360670057002014,24,18,3,20,31,0,5,18,23,NA,1,2,1,3,2
360290131012037,23,11,13,24,28,0,6,42,4,NA,1,NA,1,1,2
360210004022058,10,1,5,5,11,0,0,3,12,NA,1,NA,1,2,NA
360790104001018,6,9,3,12,6,0,5,11,2,NA,NA,NA,1,NA,1
361190085003076,17,6,9,18,15,0,12,25,0,NA,NA,NA,NA,NA,4
360850176004008,1,1,1,1,2,0,0,2,0,NA,NA,NA,NA,NA,NA
361019613002008,6,4,17,14,18,0,5,9,8,NA,1,NA,NA,2,1
360390810004004,42,41,47,73,72,0,19,94,16,NA,1,1,1,1,2
360830519021021,4,11,6,13,13,0,3,19,0,NA,3,NA,1,NA,3
361031583063007,16,12,18,24,27,0,3,16,21,1,1,NA,2,NA,3
360099613001015,18,12,18,14,38,0,7,4,43,NA,1,1,1,3,2
361031594044034,31,5,7,24,22,0,3,11,17,NA,NA,NA,NA,NA,4
360595180005007,11,29,43,46,39,0,7,55,15,2,1,NA,2,3,2
360010127002015,20,6,1,16,12,0,2,4,22,NA,2,NA,NA,1,4
360550131031041,9,4,6,10,11,0,1,16,0,2,1,1,4,1,3
360239703001001,27,10,20,22,36,0,7,32,10,1,1,1,3,1,2
360039501001030,3,4,9,8,10,0,0,9,1,NA,2,NA,NA,NA,NA
360659401004066,0,0,3,1,2,0,0,3,0,NA,NA,NA,NA,2,NA
360650257002036,2,4,6,4,10,0,1,5,7,NA,2,NA,NA,2,1
360710022001006,18,11,6,14,23,0,1,6,15,NA,2,NA,NA,1,5
360470453001009,31,10,2,24,19,0,0,0,42,NA,NA,NA,NA,2,1
360499507005008,0,0,1,1,1,0,0,1,0,NA,1,NA,NA,NA,1
360550123011012,2,0,0,2,1,0,0,3,0,NA,NA,NA,NA,NA,NA
361130740001060,1,1,7,3,6,0,0,7,0,NA,1,NA,NA,NA,NA
360470276003003,17,11,3,11,20,0,0,0,30,NA,1,NA,NA,NA,2
360830517011040,5,5,3,9,5,0,2,7,1,NA,1,NA,NA,NA,3
360570727003101,6,3,5,9,5,0,1,8,2,NA,1,1,1,4,3
360550136032009,8,11,14,18,18,0,6,33,0,NA,2,NA,NA,NA,1
361059506003030,0,2,4,4,4,0,0,4,0,NA,1,NA,1,NA,5
361059503001138,14,1,11,15,11,0,1,8,5,NA,2,1,1,1,1
360099608001052,1,2,1,2,2,0,1,2,0,NA,1,NA,NA,NA,NA
360179707002141,0,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA
360594046002013,23,8,26,27,31,0,9,45,4,NA,1,1,1,1,2
360730404003050,0,1,4,4,2,0,1,2,2,NA,NA,NA,NA,NA,NA
360099615001042,8,6,14,16,15,0,10,19,5,1,1,1,1,2,1
360470826001000,309,46,14,160,212,0,9,7,357,NA,1,1,1,NA,1
360550020003000,26,12,5,25,22,0,1,5,24,NA,NA,NA,1,NA,3
360290137021013,1,0,4,3,3,0,0,4,0,NA,4,NA,NA,NA,4
360130351002001,7,12,11,18,14,0,2,19,10,NA,3,2,2,3,7
360870110001036,6,0,0,3,3,0,0,2,0,NA,NA,NA,NA,NA,NA
360670120002054,6,5,12,10,13,0,6,17,0,NA,1,1,1,NA,2
360150111002002,6,4,8,7,11,0,5,12,2,NA,1,1,NA,2,1
361170208003009,1,1,0,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
360099622002093,1,0,1,2,0,0,0,1,0,NA,NA,NA,NA,NA,NA
361031351012015,25,24,15,35,31,0,7,39,9,NA,1,1,1,1,3
360710131005014,27,10,12,23,30,0,7,35,8,1,1,NA,1,1,2
361170208002046,3,0,4,3,4,0,1,5,0,NA,1,NA,NA,NA,2
360999508001002,1,0,2,2,2,0,3,3,0,NA,NA,NA,NA,NA,NA
360594069002009,22,8,4,23,14,0,0,10,9,NA,2,1,6,NA,2
360594146003006,25,18,19,30,34,0,5,31,24,NA,1,2,1,NA,2
360750201002050,0,1,7,5,4,0,0,5,3,NA,NA,NA,NA,NA,1
361170211001027,10,13,2,9,21,0,2,4,4,NA,1,NA,1,NA,NA
360630236003011,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,NA
360110408001039,0,0,8,4,4,0,5,6,0,NA,1,NA,NA,NA,1
360670114022003,4,5,2,8,7,0,5,15,0,NA,1,NA,1,2,3
361031594063030,11,20,25,28,32,0,14,46,4,NA,1,NA,1,2,1
361059501001073,2,3,3,5,6,0,6,5,5,NA,NA,NA,NA,NA,NA
361130710002026,1,1,0,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
360290144004030,34,22,32,44,60,0,8,55,28,NA,2,1,2,NA,1
360670158002040,1,2,0,1,2,0,0,0,0,NA,1,NA,1,NA,2
360850198004019,11,5,9,14,14,0,1,7,5,NA,NA,NA,2,NA,1
360595216013000,12,13,25,27,30,0,15,31,12,NA,2,1,1,3,4
361031122142013,19,6,4,14,16,0,8,17,0,NA,1,NA,2,NA,1
360830516001025,9,7,6,11,14,0,2,10,12,NA,1,NA,NA,NA,3
360470439001000,98,18,4,62,61,0,5,0,123,NA,1,NA,1,NA,3
360550136013008,16,11,14,21,25,0,4,34,3,NA,1,NA,3,1,3
361031108032024,53,62,62,94,101,0,47,113,12,2,1,1,2,1,2
360270801041017,11,9,17,25,14,0,3,16,20,NA,1,NA,NA,1,1
360271600031036,2,3,4,7,4,0,2,6,0,NA,1,1,NA,NA,NA
360775907005021,4,0,2,3,3,0,0,4,0,NA,1,NA,NA,NA,2
361119522004034,13,8,4,13,16,0,0,11,10,NA,1,1,1,NA,3
360130363003000,6,9,5,11,14,0,4,9,8,NA,1,NA,NA,NA,1
361170216003020,2,0,0,1,1,0,0,2,0,NA,1,NA,NA,NA,2
360191004003019,11,3,6,10,10,0,1,4,6,NA,2,NA,1,2,2
360650203002001,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
360810521002003,66,36,26,64,72,0,7,24,99,NA,1,1,4,1,1
361031591021009,28,19,14,28,40,0,6,3,34,NA,NA,NA,NA,NA,2
360810622001003,49,9,2,26,36,0,3,32,9,NA,1,NA,NA,NA,1
360775904005184,8,8,4,8,12,0,0,7,11,NA,1,NA,NA,1,1
360290153023003,12,8,16,19,20,0,12,34,2,1,2,1,2,1,3
360630240013029,10,11,35,33,31,0,9,36,9,1,1,2,1,2,2
360730404003014,1,2,3,2,4,0,0,4,0,NA,6,NA,5,NA,3
360210015002031,0,1,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA
360050227013002,165,31,6,88,119,0,4,0,205,NA,1,1,1,1,1
360290137012027,20,16,19,26,31,0,9,39,5,1,1,1,3,1,1
360930335001004,30,24,8,31,34,0,3,0,65,NA,1,1,2,2,2
360390804012087,1,0,1,1,1,0,0,1,0,NA,NA,NA,NA,NA,NA
360870108042014,12,7,1,10,12,0,0,8,7,NA,2,1,3,NA,2
360430113021024,2,0,0,1,1,0,0,2,0,NA,NA,NA,NA,NA,NA
360390801002062,0,1,0,2,2,0,0,2,2,NA,NA,NA,NA,NA,NA
361019607002006,13,16,14,24,27,0,8,21,14,NA,2,1,2,NA,1
360894903003031,1,1,4,3,3,0,0,3,1,NA,1,NA,NA,NA,1
360830524021025,0,1,0,0,1,0,0,1,0,NA,NA,NA,NA,NA,NA
361130750003050,9,1,10,12,12,0,5,18,0,NA,1,NA,1,1,4
360039503002016,1,3,8,5,7,0,3,5,0,NA,1,NA,NA,NA,3
360870115021016,36,26,19,40,46,0,7,41,21,NA,1,NA,1,1,1
360979504003027,0,3,3,4,4,0,1,7,0,NA,NA,NA,1,NA,1
360070128001005,25,8,9,21,26,0,3,21,10,2,1,NA,2,1,2
360550126004003,23,12,10,19,27,0,4,31,0,1,1,1,1,1,1
361059501001037,2,0,0,1,1,0,1,1,0,NA,NA,NA,NA,NA,NA
360810106001003,56,23,10,53,43,0,0,14,76,NA,1,NA,NA,NA,1
360179702003124,2,0,0,1,1,0,2,2,0,NA,NA,NA,NA,NA,NA
360630245012008,159,74,179,213,236,0,88,321,49,1,1,1,2,1,2
360810230001005,10,8,5,13,11,0,1,7,17,NA,NA,NA,1,NA,2
360594148006011,7,14,18,18,22,0,5,18,13,NA,1,NA,1,NA,1
360630222002014,12,7,12,19,17,0,3,21,6,NA,1,NA,1,NA,1
361031470013037,10,10,14,17,17,0,5,20,5,1,1,1,1,NA,1
360570723002051,1,0,0,1,0,0,0,1,0,NA,NA,NA,NA,NA,2
360593042032007,43,8,6,28,30,0,3,14,34,NA,1,NA,1,2,2
361190022011032,6,5,9,7,14,0,3,12,4,NA,1,NA,NA,NA,3
360810837004005,33,33,7,34,40,1,0,29,24,3,1,NA,NA,1,2
361090018001081,10,3,0,5,8,0,0,1,12,NA,NA,NA,NA,NA,NA
360130374003037,1,2,0,3,2,0,1,1,3,NA,1,NA,NA,NA,NA
360790110001015,27,21,10,30,29,0,13,38,5,NA,1,2,2,1,1
360130375001023,9,1,10,12,8,0,9,18,0,NA,1,1,2,2,3
361070201006021,5,7,8,11,12,0,2,12,5,NA,1,NA,NA,NA,1
360810178001004,59,24,9,39,57,0,0,17,73,NA,3,NA,1,NA,2
361031352043001,14,43,52,59,58,0,22,60,36,NA,1,1,1,4,2
360810106001000,68,28,16,58,57,1,4,14,96,NA,1,NA,8,NA,1
360595180003001,20,36,24,43,45,0,12,36,28,NA,1,1,1,1,1
360594066002007,3,7,19,14,15,0,7,27,0,NA,2,2,5,NA,3
360810892001013,10,8,25,20,26,0,6,25,12,1,1,1,3,2,2
360594123024006,13,13,10,16,22,0,5,18,16,NA,2,NA,1,NA,5
360594123011037,9,27,20,35,24,0,10,44,0,1,1,1,1,2,3
360670115001015,14,20,12,22,29,0,2,44,0,1,1,NA,1,1,2
361019607002005,21,16,22,25,44,0,6,24,23,NA,1,NA,1,1,2
361130735002018,0,0,1,1,0,0,0,1,0,NA,NA,NA,NA,NA,2
361150890001133,8,6,23,18,23,0,7,27,1,NA,1,3,3,1,2
360670157003045,0,1,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA
360550132061019,9,14,14,21,22,0,7,33,6,NA,1,1,1,NA,2
361059522001019,5,2,8,9,7,0,0,5,5,NA,NA,NA,NA,NA,NA
361119524002021,10,5,3,10,9,0,6,13,0,NA,2,NA,2,NA,1
360850006001005,16,4,5,16,9,0,0,2,23,NA,NA,NA,NA,NA,NA
361190055004010,17,8,12,17,24,0,11,20,9,NA,NA,NA,1,NA,3
360750205003100,6,9,10,18,13,0,2,4,1,NA,1,NA,4,NA,1
360850050002014,16,24,14,25,31,0,2,18,29,NA,1,NA,2,2,1
360470896001002,35,3,0,11,28,0,0,0,39,NA,NA,NA,NA,NA,1
360290142072009,12,7,13,18,17,0,3,31,0,NA,1,1,NA,1,1
361070206004061,0,1,6,3,5,0,1,5,0,NA,1,NA,NA,NA,5
361190132012053,3,4,1,4,4,0,0,6,0,NA,NA,NA,NA,NA,NA
360593023002002,102,95,51,125,130,0,28,175,20,1,1,1,2,1,1
360734012001052,2,1,14,10,7,0,2,5,2,NA,2,1,1,1,2
360039513003090,14,9,24,26,23,0,2,24,0,NA,1,NA,1,1,1
360050223002001,83,20,4,47,62,0,1,0,108,NA,2,NA,3,NA,2
360610058001004,45,15,6,40,28,0,6,8,53,NA,2,NA,2,NA,1
361031596011032,12,14,16,27,22,0,15,27,1,1,1,1,NA,1,3
